name;datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;windspeed;winddir;sealevelpressure;cloudcover;visibility;conditions;description
MOROCCO;1/20/2001;17.1;6.1;10.7;17.1;6.1;10.5;7.6;83.2;0;0;0;;22.3;39.4;1026.9;6.4;9.4;Clear;Clear conditions throughout the day.
MOROCCO;1/21/2001;19.1;6.1;11.5;19.1;6.1;11.5;8.5;83.3;0;0;0;;11.2;270.2;1023.4;15;9.3;Clear;Clear conditions throughout the day.
MOROCCO;1/22/2001;22;10.1;13.9;22;10.1;13.9;9.6;76.5;0;0;0;;14.8;213.3;1023;53.3;9.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;1/23/2001;19.1;8.1;12.8;19.1;5.6;12.4;9.8;83.3;0;0;0;;14.8;239.7;1025.6;33.8;8.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;1/24/2001;18.1;8.1;13.2;18.1;7.1;13.1;10.6;84.7;0;0;0;;25.9;260.9;1024.1;38.8;6.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;1/25/2001;17.1;12.1;14.2;17.1;12.1;14.2;11.9;86.7;11.2;100;8.33;rain;18.4;267.8;1025;76.3;6.6;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
MOROCCO;1/26/2001;17.1;9.1;12.6;17.1;7.3;12.5;10;84.8;0;0;0;;18.4;245.2;1027.3;51.7;8.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;1/27/2001;17.2;12.2;14.6;17.2;12.2;14.6;12.3;85.9;0;0;0;;25.9;259.7;1025.4;83.8;8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;1/28/2001;17.4;13.1;15.1;17.4;13.1;15.1;13.1;87.5;9.9;100;12.5;rain;29.5;287.4;1021.5;88.8;6.2;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
MOROCCO;1/29/2001;15.1;8.1;12;15.1;8.1;12;7.9;76.5;0.5;100;4.17;rain;18.4;327.8;1024.9;56.7;7.8;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
MOROCCO;1/30/2001;15.6;6.1;10.3;15.6;6.1;10.3;7.5;83.4;0;0;0;;14.8;337.2;1026;46.7;9.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;1/31/2001;17.1;6.1;10.8;17.1;6.1;10.7;8.5;87;0;0;0;;14.8;4.1;1026.3;21.7;9.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;02/01/2001;17.1;8.6;12.1;17.1;8.6;12.1;9.9;86.7;0;0;0;;11.2;14.3;1025.6;41.9;8.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;02/02/2001;17.1;7.1;11.5;17.1;7.1;11.5;9.5;87.9;0;0;0;;18.4;355.7;1023.3;24.8;7.5;Partially cloudy;Clearing in the afternoon.
MOROCCO;02/03/2001;17.1;8.1;12.4;17.1;8.1;12.4;10.4;87.6;0;0;0;;14.8;154.3;1023.4;72.1;6.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;02/04/2001;17.1;7.1;11.2;17.1;7.1;11.1;9.4;88.9;0;0;0;;14.8;251.4;1024.1;52.1;5.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;02/05/2001;17.2;7.1;12;17.2;7.1;12;9.8;87;0;0;0;;14.8;333.3;1024;35.2;5.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;02/06/2001;19.1;7.6;12.4;19.1;6.1;12.2;9.1;81.5;0;0;0;;18.4;248.3;1019.6;40;7.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;02/07/2001;17.1;11.1;13.4;17.1;11.1;13.4;7.7;69.4;0.7;100;4.17;rain;37.1;254.5;1017.1;42.2;8.3;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO;02/08/2001;17.1;10.1;13.6;17.1;10.1;13.6;10.9;84.3;10.2;100;12.5;rain;25.9;264.1;1023.9;62.5;8.5;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
MOROCCO;02/09/2001;19.1;7.9;12.6;19.1;7.9;12.6;9.4;82.4;0;0;0;;18.4;48;1029.2;45;9.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;02/10/2001;20.1;6.1;13.1;20.1;6.1;13;10.4;84.7;0;0;0;;18.4;24.5;1030.5;2.5;8.6;Clear;Clear conditions throughout the day.
MOROCCO;02/11/2001;22;6.4;13.1;22;6.4;13.1;10;82.6;0;0;0;;11.2;283.9;1029.1;4.2;7.4;Clear;Clear conditions throughout the day.
MOROCCO;02/12/2001;21.1;9.1;14.2;21.1;9.1;14.2;10.9;81.6;0;0;0;;11.2;284.8;1028.7;7;7.7;Clear;Clear conditions throughout the day.
MOROCCO;2/13/2001;19.2;10.1;13.9;19.2;10.1;13.9;12;88.6;0;0;0;;14.8;264.5;1027.3;44.2;4.2;Partially cloudy;Clearing in the afternoon.
MOROCCO;2/14/2001;18.1;9.1;13.7;18.1;7.3;13.5;11.4;86.2;0;0;0;;18.4;272.1;1022.9;67;5.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;2/15/2001;16;9.1;13.2;16;9.1;13.2;11.2;87.8;1.5;100;8.33;rain;14.8;281.8;1021.3;67.8;7.1;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
MOROCCO;2/16/2001;18.2;6.1;11.9;18.2;6.1;11.8;8.6;81.3;0;0;0;;31.3;41;1022.1;12.2;8;Clear;Clear conditions throughout the day.
MOROCCO;2/17/2001;19.2;8.1;12.9;19.2;5.1;12.2;8.2;74.9;0;0;0;;31.3;55;1023.1;7.5;8.4;Clear;Clear conditions throughout the day.
MOROCCO;2/18/2001;20.1;5.1;11.5;20.1;4.3;11.3;8.1;81.3;0;0;0;;18.4;23.1;1023.5;7.8;8.8;Clear;Clear conditions throughout the day.
MOROCCO;2/19/2001;17.1;6.1;10.9;17.1;6.1;10.9;7.5;81.5;0;0;0;;14.8;309.3;1021.3;38.3;7.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;2/20/2001;24.1;5.1;13.8;24.1;5.1;13.8;8.7;73.9;0;0;0;;14.8;48.3;1020.2;41.8;7.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;2/21/2001;27.1;7.1;16.9;26.9;5.7;16.8;9.4;64.1;0;0;0;;18.4;98.2;1020.7;13.6;9.7;Clear;Clear conditions throughout the day.
MOROCCO;2/22/2001;22;11.2;16;22;11.2;16;12.5;80.3;0;0;0;;18.4;272.4;1019.8;73.9;8.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;2/23/2001;21.1;13.1;16.3;21.1;13.1;16.3;12.6;79.3;0;0;0;;29.5;268.3;1012.2;67.5;7.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;2/24/2001;16.2;8.1;12.9;16.2;8.1;12.9;11.1;88.5;0.5;100;4.17;rain;22.3;264.5;1010.6;69.2;8.1;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO;2/25/2001;17.1;7.6;11.8;17.1;6.8;11.8;9.4;85.7;0;0;0;;18.4;279.3;1012.6;54.8;8.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;2/26/2001;17.1;8.1;12.7;17.1;8.1;12.7;10.2;85.2;0;0;0;;22.3;278.4;1014.7;63.3;6.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;2/27/2001;16;11.1;13.8;16;11.1;13.8;11;83.8;8.1;100;8.33;rain;25.9;280.8;1015.7;70;7;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
MOROCCO;2/28/2001;16.4;11.1;13.3;16.4;11.1;13.3;10.9;85.6;4.6;100;8.33;rain;29.5;269.5;1015.7;85.2;8.2;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
MOROCCO;03/01/2001;21.1;10.1;15.2;21.1;10.1;15.2;12.4;84.4;0;0;0;;29.5;248.5;1011.9;67.8;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;03/02/2001;23.1;14.1;18.3;23.1;14.1;18.3;14.2;78.1;0.3;100;4.17;rain;46.4;266.7;1006.6;78.3;7.4;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO;03/03/2001;19.1;13.1;16.3;19.1;13.1;16.3;13.6;84;47.7;100;8.33;rain;37.1;263.6;1011.9;81.4;6.7;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.
MOROCCO;03/04/2001;21.1;12.1;16.5;21.1;12.1;16.5;12.7;78.6;0;0;0;;25.9;266.8;1012.8;73.3;7.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;03/05/2001;25.1;12.6;18.2;25.1;12.6;18.2;14.1;77.8;0;0;0;;14.8;187.4;1014.5;70.6;8.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;03/06/2001;29.1;14.1;20.2;29.2;14.1;20.2;14.6;72.5;0;0;0;;29.5;242.9;1016;75.6;8.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;03/07/2001;17.6;12.1;15.4;17.6;12.1;15.4;13.7;90;8.9;100;8.33;rain;29.5;233.3;1018.8;65.7;7;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
MOROCCO;03/08/2001;19.1;13.1;15.6;19.1;13.1;15.6;13.6;88.3;0;0;0;;22.3;261.8;1022.7;64.8;7.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;03/09/2001;19.6;10.6;14.8;19.6;10.6;14.8;13;89.7;0;0;0;;14.8;265.9;1023.5;52.7;7.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;03/10/2001;23.1;10.2;15.9;23.1;10.2;15.9;14.2;90.4;0;0;0;;25.9;31.4;1022.7;52.9;6.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;03/11/2001;22;14.1;16.5;22;14.1;16.5;15.7;95.3;0;0;0;;14.8;8.9;1018.8;76.8;3.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;03/12/2001;19.1;13.1;15.9;19.1;13.1;15.9;14;88.8;0;0;0;;18.4;339.1;1018.7;78.8;5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/13/2001;18.1;10.1;13.7;18.1;10.1;13.7;10.9;83.8;0;0;0;;36;27.8;1020.1;62.9;8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/14/2001;18.3;8.1;13.5;18.3;8.1;13.5;12;90.8;0;0;0;;18.4;323.5;1013.8;54.2;7.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/15/2001;19.4;10.7;15.2;19.4;10.7;15.2;13.5;89.9;0;0;0;;18.4;263.3;1010;53.5;4.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/16/2001;18.9;13.1;15.9;18.9;13.1;15.9;12.9;83;0;0;0;;22.3;262.3;1014.8;70;7.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/17/2001;18.3;11.1;15;18.3;11.1;15;12.6;86;0;0;0;;14.8;295.7;1015.1;54.5;8.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/18/2001;18.1;10.1;14.2;18.1;10.1;14.2;11.5;84;0;0;0;;14.8;321.6;1016.8;46.4;8.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/19/2001;24.1;8.1;14.4;24.1;6.8;14.3;11.4;82.9;0;0;0;;25.9;24.4;1018.1;36.5;9.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/20/2001;22;9.1;15.1;22;8;15;12.9;87.5;0;0;0;;18.4;24.8;1019.4;32.5;6;Partially cloudy;Clearing in the afternoon.
MOROCCO;3/21/2001;26.1;9.1;16.5;26.1;9.1;16.5;12.6;80.4;0;0;0;;14.8;297.9;1018.9;57;6.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/22/2001;33.1;10.1;20.1;33.1;10.1;20.2;14.2;73.1;0;0;0;;14.8;273.6;1014.6;22.6;7.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/23/2001;34.1;14.1;22.2;33;14.1;22;12.7;59.5;0;0;0;;22.3;251.3;1010.1;0;8.3;Clear;Clear conditions throughout the day.
MOROCCO;3/24/2001;21.1;14.1;17.5;21.1;14.1;17.5;14.7;84;0;0;0;;29.5;278.3;1012.8;40.9;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/25/2001;17.1;11.1;15;17.1;11.1;15;12.4;84.8;0.7;100;4.17;rain;22.3;268.6;1014.1;70.4;7.8;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO;3/26/2001;20.1;12.1;15.5;20.1;12.1;15.5;12.5;83.3;0;0;0;;35.3;264.7;1014.9;51.7;8.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/27/2001;19.1;9.1;14.6;19.1;8;14.6;11.9;84.4;0;0;0;;18.4;301.5;1014.2;51.3;8.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/28/2001;17.4;11.7;14.7;17.4;11.7;14.7;12.1;84.8;7.9;100;4.17;rain;22.3;325.4;1019.4;68.3;9;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.
MOROCCO;3/29/2001;18.1;9.1;14.1;18.1;8;14;11.4;84.3;1;100;4.17;rain;14.8;283.6;1025.9;43.6;9.4;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.
MOROCCO;3/30/2001;20.1;10.1;14.6;20.1;10.1;14.6;12.3;86.3;0;0;0;;25.9;356.6;1024.1;37.9;9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;3/31/2001;20.1;11.1;15.5;20.1;11.1;15.5;13.5;88.7;0;0;0;;18.4;356.2;1017.3;59.5;7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;04/01/2001;22;9.1;15.7;22;9.1;15.7;14.4;93;0;0;0;;11.2;306.2;1015.9;51.3;3.9;Partially cloudy;Clearing in the afternoon.
MOROCCO;04/02/2001;20.1;15.1;17.2;20.1;15.1;17.2;14.7;85.8;0;0;0;;14.8;306.9;1020.6;81.7;6.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;04/03/2001;19.7;10.6;15.3;19.7;10.6;15.3;12.3;83;0;0;0;;22.3;343.4;1021.2;62.5;7.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;04/04/2001;19.2;10.1;14.6;19.2;10.1;14.6;11.4;81.7;0;0;0;;18.4;345.2;1023.8;38.3;9.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;04/05/2001;21.1;11.1;16.4;21.1;11.1;16.4;13.7;85.2;0;0;0;;29.5;16.6;1024.2;73.3;7.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;04/06/2001;20.6;11.1;16.3;20.6;11.1;16.3;14.3;87.9;0;0;0;;18.4;338.2;1024.4;70.4;7.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;04/07/2001;21.1;10.1;16.6;21.1;10.1;16.6;14.3;86.4;0;0;0;;25.9;351.4;1025.7;73.6;8.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;04/08/2001;20.1;8.1;13.8;20.1;8;13.8;10.4;81;0;0;0;;22.3;19.5;1025.1;24.6;9.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;04/09/2001;22.4;8.1;15.3;22.4;8.1;15.3;11.6;80.2;0;0;0;;22.3;346;1020.4;4.5;9.6;Clear;Clear conditions throughout the day.
MOROCCO;04/10/2001;26.1;8.1;16.6;26.1;8;16.6;11.3;73.8;0;0;0;;25.9;353.7;1018.6;11.3;9.2;Clear;Clear conditions throughout the day.
MOROCCO;04/11/2001;26.1;10.9;17.3;26.1;10.9;17.3;13.8;81.3;0;0;0;;14.8;305.3;1016.7;1.7;8.3;Clear;Clear conditions throughout the day.
MOROCCO;04/12/2001;24.1;10.1;17.4;24.1;10.1;17.4;13.2;77.8;0;0;0;;25.9;337.8;1014.6;0;9.3;Clear;Clear conditions throughout the day.
MOROCCO;4/13/2001;24.1;10.9;17;24.1;10.9;17;14.3;85.5;0;0;0;;22.3;326.8;1012.2;0;8.7;Clear;Clear conditions throughout the day.
MOROCCO;4/14/2001;22;12.7;16.6;22;12.7;16.6;13.9;84.4;0;0;0;;22.3;331.9;1012.7;22.8;8.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/15/2001;28.7;11.1;18.7;28.2;11.1;18.7;9.9;57.9;0;0;0;;33.5;54.3;1015.7;0;9;Clear;Clear conditions throughout the day.
MOROCCO;4/16/2001;22.4;9.1;15.4;22.4;9.1;15.4;12.5;83.4;0;0;0;;14.8;303.6;1016.7;29.5;7.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/17/2001;20.1;11.7;15.5;20.1;11.7;15.5;12.1;80.9;0;0;0;;18.4;304.8;1015.7;60.8;7.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/18/2001;20.1;13.1;16.2;20.1;13.1;16.2;13.4;83.5;0;0;0;;22.3;346.8;1012;64.8;9.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/19/2001;20.1;11.1;15.9;20.1;11.1;15.9;14.1;89.7;0;0;0;;25.9;275.7;1008.3;74.2;5.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/20/2001;19.1;14.1;16.2;19.1;14.1;16.2;13;81.3;0.7;100;4.17;rain;25.9;277.2;1013.4;80.5;7.5;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO;4/21/2001;19.1;10.1;14.7;19.1;10.1;14.7;12.3;86.4;1;100;4.17;rain;18.4;297.6;1017.4;52.2;8.3;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO;4/22/2001;20.1;8.6;14.9;20.1;8.6;14.9;11.1;78.8;0;0;0;;22.3;359.2;1015.9;31.4;8.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/23/2001;20.4;9.1;14.9;20.4;9.1;14.9;11.9;82.8;0;0;0;;18.4;344;1015.7;32.7;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/24/2001;20.1;13.1;16.3;20.1;13.1;16.3;12.7;80.3;0;0;0;;14.8;4.7;1017.1;85.8;7.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/25/2001;21.1;13.1;16.4;21.1;13.1;16.4;12.3;77.6;0;0;0;;25.9;4.5;1019.8;64.6;8.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/26/2001;20.1;10.1;15.4;20.1;10.1;15.4;12.1;80.8;0;0;0;;18.4;315;1018.6;70.5;8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/27/2001;20.1;9.6;14.7;20.1;9.6;14.7;10.8;78.4;0;0;0;;22.3;316.7;1021;42.4;8.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/28/2001;21.1;10.1;16.2;21.1;10.1;16.2;12.3;78.9;0;0;0;;22.3;352;1017.3;47.1;9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/29/2001;20.1;15.7;17.8;20.1;15.7;17.8;14;79.2;0;0;0;;29.5;288.4;1012.3;70.8;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;4/30/2001;17.9;13.6;15.6;17.9;13.6;15.6;6.5;55.4;0;0;0;;22.3;322.4;1016.1;61.7;9.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;05/01/2001;18.1;8.4;14.6;18.1;8.4;14.6;6.6;60.5;0;0;0;;18.4;315.4;1016;57.4;9.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;05/02/2001;18.1;10.6;14.8;18.1;10.6;14.8;7.9;64.1;0.3;100;4.17;rain;25.9;288.8;1017.2;55.7;9.2;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO;05/03/2001;17.1;11.1;14.1;17.1;11.1;14.1;9.1;72.8;7.8;100;8.33;rain;33.5;277.5;1013;77.4;8;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
MOROCCO;05/04/2001;18.6;11.1;15;18.6;11.1;15;10.8;77;15;100;8.33;rain;29.5;271.5;1015.3;71;9.5;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.
MOROCCO;05/05/2001;19.1;10.7;15.1;19.1;10.7;15.1;11;77.4;0;0;0;;22.3;287.2;1017;62.5;9.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;05/06/2001;19.1;11.1;15.3;19.1;11.1;15.3;9.7;70.2;0;0;0;;22.3;282.5;1018.4;87.5;9.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;05/07/2001;19.2;10.1;14.7;19.2;10.1;14.7;10;74.9;0;0;0;;18.4;294;1018.7;61.1;10.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;05/08/2001;18.3;12.1;15;18.3;12.1;15;9.6;71.9;0;0;0;;22.3;297.6;1016.6;71.9;11.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;05/09/2001;19.1;9.1;15.2;19.1;8.3;15.1;8.7;67.2;0;0;0;;25.9;274.3;1015.3;60;10.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;05/10/2001;19.2;11.1;14.9;19.2;11.1;14.9;10.8;77;0;0;0;;25.9;287.7;1018.5;49.3;9.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;05/11/2001;20.1;9.4;15.1;20.1;9.4;15.1;10.7;76.9;0;0;0;;22.3;356.9;1017.7;20;9.8;Clear;Partly cloudy throughout the day.
MOROCCO;05/12/2001;21.1;9.6;16.3;21.1;9.6;16.3;12.5;79.1;0;0;0;;18.4;303.7;1016.7;52.7;9.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/13/2001;21.1;12.4;17.9;21.1;12.4;17.9;13.9;78.4;0;0;0;;18.4;319;1016.6;61;9.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/14/2001;22;14.1;17.5;22;14.1;17.5;12.2;72.6;0;0;0;;18.4;278.1;1015.8;48.5;9.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/15/2001;22;10.4;17.1;22;10.4;17.1;12.5;76.4;0;0;0;;18.4;331;1015.2;37.1;10.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/16/2001;20.9;15.1;18.3;20.9;15.1;18.3;15.2;82.7;0;0;0;;18.4;19.4;1014.3;67;9.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/17/2001;23.1;12.6;18.1;23.1;12.6;18.1;14.8;81.8;0;0;0;;22.3;329.4;1013.5;70.8;10.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/18/2001;21.7;16.6;18.6;21.7;16.6;18.6;15.7;83.7;0;0;0;;25.9;284.2;1014.3;84.4;7.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/19/2001;21.1;15.1;18.5;21.1;15.1;18.5;15;80.9;7.1;100;8.33;rain;18.4;310.7;1014.9;65.6;7.9;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.
MOROCCO;5/20/2001;22.2;14.1;17.4;22.2;14.1;17.4;14.8;85.1;0;0;0;;22.3;333.8;1015.9;63.6;14.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/21/2001;21.1;17.1;19;21.1;17.1;19;15.3;79.7;0;0;0;;18.4;348.5;1015.4;86.2;11;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/22/2001;20.6;16.9;18.5;20.6;16.9;18.5;14.3;76.8;0;0;0;;25.9;333.8;1017.6;91.9;11.1;Overcast;Cloudy skies throughout the day.
MOROCCO;5/23/2001;22;14.6;18.4;22;14.6;18.4;14.4;78.1;0;0;0;;22.3;6.6;1018.8;73.1;9.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/24/2001;22.4;13.7;19.5;22.4;13.7;19.5;15.9;80.2;0;0;0;;14.8;318.2;1018.5;34.7;9.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/25/2001;27.1;15.1;20.8;27;15.1;20.8;16.2;77.2;0;0;0;;22.3;324.2;1015.5;35.9;9.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/26/2001;32.1;15.1;22.9;30.7;15.1;22.9;15.6;67.2;0;0;0;;22.3;355.1;1011.9;0;10.3;Clear;Clear conditions throughout the day.
MOROCCO;5/27/2001;38.1;15.6;27.6;36.4;15.6;27.1;13.8;49.3;0;0;0;;25.9;31.6;1011.5;17.1;11.1;Clear;Clear conditions throughout the day.
MOROCCO;5/28/2001;34.1;16;27;33.4;16;26.8;14.4;48.9;0;0;0;;25.9;347.4;1014;15;10.2;Clear;Clear conditions throughout the day.
MOROCCO;5/29/2001;33.1;17.1;25.7;32.5;17.1;25.5;15;55.1;0;0;0;;18.4;316.1;1014.5;3.3;9.8;Clear;Clear conditions throughout the day.
MOROCCO;5/30/2001;24.2;16.7;20.8;24.2;16.7;20.8;18;85.2;0;0;0;;18.4;293.8;1013.4;48.8;9.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;5/31/2001;25.1;16;20.5;25.1;16;20.5;17.8;85.4;0;0;0;;14.8;312.6;1013.5;38.6;9.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/01/2001;30.1;17.1;22.7;32;17.1;23.1;18;77.1;0;0;0;;18.4;350.3;1015.3;40.9;10.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/02/2001;32.1;12.6;22.2;30.8;12.6;22;15.7;70.6;0;0;0;;18.4;335.7;1016.5;33.3;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/03/2001;24.1;15.2;20.2;24.1;15.2;20.2;17.3;84.1;0;0;0;;14.8;330.1;1018.9;40.6;9.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/04/2001;24.1;14.1;19.5;24.1;14.1;19.5;17.1;86.8;0;0;0;;18.4;336;1020.3;46.3;7.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/05/2001;24.3;15.1;20.2;24.3;15.1;20.2;17.6;85.7;0;0;0;;14.8;315;1019.2;33.6;8.4;Partially cloudy;Becoming cloudy in the afternoon.
MOROCCO;06/06/2001;28.4;15.1;21.9;29.9;15.1;22.2;17.5;77.5;0;0;0;;22.3;344.3;1017;26.9;9.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/07/2001;27.1;14.1;21.5;28.3;14.1;21.6;16.1;73.3;0;0;0;;18.4;309.8;1013.5;18.2;10.6;Clear;Clear conditions throughout the day.
MOROCCO;06/08/2001;24.1;18.6;22.3;24.1;18.6;22.3;18.7;80.9;0;0;0;;18.4;300.3;1013.7;39.3;8.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/09/2001;23.7;14.6;21;23.7;14.6;21;16.4;75.9;0;0;0;;22.3;312.8;1016.1;43.6;9.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/10/2001;22;16;19.2;22;16;19.2;16.1;83;2;100;4.17;rain;18.4;307.5;1016.9;78.8;10.5;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO;06/11/2001;23.2;13.9;19.5;23.2;13.9;19.5;15.1;76.6;0;0;0;;22.3;344.9;1015.9;44.7;10.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;06/12/2001;31.4;13.6;22.4;30.2;13.6;22.3;14.7;66.3;0;0;0;;29.5;25.4;1013.7;34.3;9.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO;6/13/2001;27.1;14.1;20.8;28.3;14.1;20.9;16.5;77.6;0;0;0;;29.5;342.9;1014.7;9;9.2;Clear;Clear conditions throughout the day.
