name;datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;windspeed;winddir;sealevelpressure;cloudcover;visibility;conditions;description
MOROCCO ;6/13/2009;39.1;23.1;29.6;37.7;23.1;29;13.2;40;0;0;0;;24.1;21.7;1012.8;49.5;6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/14/2009;30.2;20.1;25.3;29.1;20.1;25.2;15.7;57.3;0;0;0;;18.4;319.1;1014.4;37.3;6.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/15/2009;29.6;20.1;25;28.7;20.1;24.9;14.9;55.1;0;0;0;;25.9;136.3;1014.3;55.2;7.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/16/2009;29.1;17.9;23.4;29.2;17.9;23.5;16.7;68.5;0.3;100;4.17;rain;27.7;8.6;1013.1;41.4;8;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.
MOROCCO ;6/17/2009;29.1;20.4;24.4;29.9;20.4;24.7;19.3;74.6;0;0;0;;22.3;295.5;1013;48.2;7.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/18/2009;34.1;20.1;27.5;33.4;20.1;27.2;15.3;50.7;0;0;0;;18.4;9.5;1015.5;23.6;9.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/19/2009;31.1;19.1;25.4;30.7;19.1;25.4;15.8;57.6;0;0;0;;24.1;5.9;1017.7;19.1;8;Clear;Clear conditions throughout the day.
MOROCCO ;6/20/2009;32.1;21.1;27.5;31.1;21.1;27.1;14.6;47.2;0;0;0;;14.8;353.6;1016.2;22.5;8.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/21/2009;30.1;17.1;25.2;29.9;17.1;25.4;16.1;59.3;0;0;0;;20.5;346.1;1016.5;47.2;9.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/22/2009;25.7;16;22;25.7;16;22;17.9;78;0;0;0;;20.5;335.9;1017.6;69;9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/23/2009;25.2;16;21.8;25.2;16;21.8;17.6;78.1;0;0;0;;20.5;325;1016.3;64.5;7.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/24/2009;24.9;16;21.2;24.9;16;21.2;16.3;74.5;0;0;0;;20.5;342.1;1015.8;53.9;7.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/25/2009;25.7;16;21.4;25.7;16;21.4;15;68.9;0;0;0;;20.5;3.9;1016.5;60.4;8.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/26/2009;25.1;14.9;20.3;25.1;14.9;20.3;14.5;71.3;0;0;0;;24.1;17.5;1016.5;52.5;9.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/27/2009;25.2;13.9;20;25.2;13.9;20;14.1;71.1;0;0;0;;22.3;22.9;1016.3;26.3;9.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/28/2009;26.1;13.6;20.4;26.1;13.6;20.4;14.8;72.5;0;0;0;;25.9;7.7;1015.9;37;8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;6/29/2009;27.1;14.6;21;27;14.6;21;15.3;72.4;0;0;0;;25.9;17.2;1016.9;18.4;8.8;Clear;Clear conditions throughout the day.
MOROCCO ;6/30/2009;27.1;17.1;22.5;27.7;17.1;22.5;17.7;75.9;0;0;0;;29.5;8.6;1019.4;57.1;9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/01/2009;26.1;18.1;22.8;26.1;18.1;22.8;18.7;78.6;0;0;0;;20.5;332.7;1019.2;65.7;8.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/02/2009;27.1;18.9;23.1;28.3;18.9;23.2;18.9;78.1;0;0;0;;24.1;334;1018.1;53.5;7.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/03/2009;29.1;19.1;23.4;30.4;19.1;23.6;18.4;75.5;0;0;0;;24.1;352.5;1016.4;47;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/04/2009;26.1;17.2;22.3;26.1;17.2;22.3;18.6;80.5;0;0;0;;24.1;0.8;1015;51.8;7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/05/2009;28.1;18.1;22.5;28.3;18.1;22.5;17.4;74.9;0;0;0;;22.3;2.3;1015;38.5;6.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/06/2009;26.1;16;21.3;26.1;16;21.3;17;78.1;0;0;0;;24.1;332.6;1015.6;47.7;7.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/07/2009;25.1;17.4;21.6;25.1;17.4;21.6;15.4;68.3;0;0;0;;24.1;315.5;1015.8;70.9;8.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/08/2009;24.7;15.1;20.9;24.7;15.1;20.9;14.9;70;0;0;0;;18.4;318.7;1016.2;70;9.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/09/2009;25.1;15.1;21.7;25.1;15.1;21.7;16.1;71.7;0;0;0;;20.5;323.8;1017.8;42.4;8.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/10/2009;25.4;16;21.5;25.4;16;21.5;16.7;75.5;0;0;0;;16.6;303.7;1018.2;49;7.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/11/2009;25.2;15.1;21.2;25.2;15.1;21.2;17.1;78.3;0;0;0;;18.4;312.8;1016.8;52.2;7.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;07/12/2009;26.1;15.1;21.5;26.1;15.1;21.5;16.9;77.1;0;0;0;;18.4;314.3;1013.8;40;8.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/13/2009;25.9;18.3;22.2;25.9;18.3;22.2;17.9;77.4;0;0;0;;22.3;273;1014.9;67;8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/14/2009;25.1;17.7;21.8;25.1;17.7;21.8;15.6;69;0;0;0;;20.5;318.7;1017.4;48.1;8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/15/2009;26.1;14.6;20.8;26.1;14.6;20.8;16;76.1;0;0;0;;20.5;1.9;1016.9;27.1;8.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/16/2009;26.1;15.7;21.5;26.1;15.7;21.5;16.5;75.1;0;0;0;;20.5;315.1;1020.7;26.9;9.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/17/2009;26.1;16.4;21.4;26.1;16.4;21.4;16.6;75.5;0;0;0;;25.9;352.5;1021.8;33.6;9.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/18/2009;27.6;14.1;21.1;28;14.1;21.1;15.6;73.6;0;0;0;;20.5;3.6;1017.9;11.1;9.9;Clear;Clear conditions throughout the day.
MOROCCO ;7/19/2009;31.1;18.3;24.1;30.1;18.3;24.1;17.7;71;0;0;0;;18.4;323.5;1014.6;50;7.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/20/2009;43.4;21.9;33.6;43.4;21.9;32.7;11;30.6;0;0;0;;22.3;64.4;1012.4;23.8;7.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/21/2009;45.1;23.1;32.6;45.1;23.1;31.6;12.3;38.3;0;0;0;;33.5;226.4;1012.2;35.2;7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/22/2009;26.6;20.1;24;26.6;20.1;24;19.3;75.2;0;0;0;;16.6;320;1014.4;56.4;7.7;Partially cloudy;Clearing in the afternoon.
MOROCCO ;7/23/2009;28.1;18.1;23.5;28.3;18.1;23.5;17.9;72.7;0;0;0;;29.5;12.9;1016.5;31.3;8.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/24/2009;28.1;17.7;23.4;28.6;17.7;23.5;17;70.1;0;0;0;;29.5;11.9;1019.2;43.2;8.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/25/2009;29.1;19.1;23.8;30.9;19.1;24.1;18;70.7;0;0;0;;18.4;344.7;1017.9;50.6;9.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/26/2009;29.1;20.1;24.8;31.4;20.1;25.4;20.2;77;0;0;0;;14.8;265;1014.6;36.8;7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/27/2009;28.1;18.1;24.5;29;18.1;24.9;19.5;75.1;0;0;0;;16.6;294.5;1015.8;43.5;7.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/28/2009;30.7;16;23.7;30.6;16;23.8;16.2;66;0;0;0;;25.9;3.8;1015.7;26.3;10;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;7/29/2009;29.1;18.1;23.7;30.4;18.1;24;17.6;71.1;0;0;0;;24.1;337.2;1018.3;11.9;8.5;Clear;Clear conditions throughout the day.
MOROCCO ;7/30/2009;33.1;15.1;24.2;32.5;15.1;24.2;14.4;58.9;0;0;0;;24.1;357.7;1019.5;4;9.5;Clear;Clear conditions throughout the day.
MOROCCO ;7/31/2009;35.1;16.2;24.5;35.3;16.2;24.7;16;62.5;0;0;0;;24.1;1.9;1019.1;0;9.3;Clear;Clear conditions throughout the day.
MOROCCO ;08/01/2009;29.1;15.1;22.4;29.9;15.1;22.6;16.2;69.9;0;0;0;;22.3;9.3;1017.1;17.5;9.1;Clear;Clear conditions throughout the day.
MOROCCO ;08/02/2009;26.2;17.1;22.2;26.2;17.1;22.2;17.9;78.1;0;0;0;;25.9;347.3;1015.7;65.9;7.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/03/2009;26.2;15.9;21.4;26.2;15.9;21.4;16.5;75.7;0;0;0;;22.3;345;1014.5;28.3;7.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/04/2009;27.4;16;22.5;27.7;16;22.6;16.3;71;0;0;0;;16.6;307.5;1013.8;23.1;8.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/05/2009;25.7;16.7;21.9;25.7;16.7;21.9;18;78.8;0;0;0;;18.4;281.4;1014.9;43.2;8.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/06/2009;27.1;20.1;23.8;28.3;20.1;23.9;18.9;74.4;0;0;0;;20.5;342.3;1017.2;56.4;7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/07/2009;28.1;16.6;22.4;28.6;16.6;22.6;17;74.3;0;0;0;;22.3;351;1017.4;37;6.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/08/2009;25.4;15.4;21.1;25.4;15.4;21.1;16.5;76.2;0;0;0;;24.1;334.9;1016.6;34.5;8.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/09/2009;24.1;17.1;21.2;24.1;17.1;21.2;14.5;66.4;0;0;0;;16.6;313.7;1014.1;76.1;9.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/10/2009;25.2;15.1;20.5;25.2;15.1;20.5;15.7;75.4;0;0;0;;20.5;334;1012.6;59.1;8.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/11/2009;27.1;19.6;24;28.6;19.6;24.3;19.7;77.5;0;0;0;;16.6;282.1;1012.7;40.5;7.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;08/12/2009;28.1;19.1;23.9;29.7;19.1;24.3;20.4;81.2;0;0;0;;16.6;298.4;1013;56;5.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/13/2009;29.1;21.1;24.9;30.2;21.1;25.3;20.2;76.6;0;0;0;;16.6;294.3;1010.8;32.6;5.7;Partially cloudy;Clearing in the afternoon.
MOROCCO ;8/14/2009;29.1;20.9;25.3;31;20.9;26.1;20.5;75.7;0;0;0;;18.4;285.4;1009.7;50;5.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/15/2009;29.1;23.1;25.3;30.9;23.1;25.9;20.5;75.8;0;0;0;;20.5;257.6;1011.9;45.2;6.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/16/2009;27.1;22.6;24.2;28.3;22.6;24.2;19.7;76.5;0;0;0;;20.5;261.8;1014.9;71.6;6.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/17/2009;26.4;22;24;26.4;22;24;19.1;74.7;0;0;0;;18.4;276.5;1014.9;60;6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/18/2009;27.4;20.1;24;28.8;20.1;24.2;19.5;76.6;0;0;0;;16.6;331.8;1014.8;66.5;6.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/19/2009;28.1;22.6;25.1;30.2;22.6;25.7;20.7;77.4;0;0;0;;18.4;358.9;1015.6;54.5;6.8;Partially cloudy;Clearing in the afternoon.
MOROCCO ;8/20/2009;27.4;20.1;24.4;29.4;20.1;24.7;20.6;80.1;0;0;0;;16.6;342.3;1017.5;55;5.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/21/2009;27.4;19.1;23.7;29.2;19.1;24.1;20.2;81.7;0;0;0;;16.6;276.3;1016.3;59.1;5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/22/2009;29.1;21.1;25.1;30.9;21.1;25.7;20.9;78.2;0;0;0;;16.6;293;1012.5;45.5;5.2;Partially cloudy;Clearing in the afternoon.
MOROCCO ;8/23/2009;28.2;22.7;25;30.8;22.7;25.5;21;79.5;0;0;0;;25.9;259.5;1011.5;69.1;4.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/24/2009;27.1;21.1;24.1;28.3;21.1;24.1;19.2;74.6;0;0;0;;22.3;284.5;1013.1;68.5;6.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/25/2009;26.4;18.1;23.1;26.4;18.1;23.1;17.3;70.8;0;0;0;;22.3;335;1015;76.4;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/26/2009;26.1;15.2;21.1;26.1;15.2;21.1;15.5;72.5;0;0;0;;24.1;8.7;1015;53.3;10.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/27/2009;27.1;16;22.1;28.3;16;22.2;17.9;78.4;0;0;0;;18.4;271.2;1014.4;30.5;9.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/28/2009;27.1;18.9;22.9;28.6;18.9;23;19.4;81.8;0;0;0;;18.4;272.2;1013.9;36.2;7.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/29/2009;27.1;20.9;24;28.6;20.9;24.1;19.8;77.7;0;0;0;;18.4;270.6;1012.8;47;7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;8/30/2009;26.2;20.9;23.6;26.2;20.9;23.6;19.5;78.6;0;0;0;;18.4;274.5;1012.6;47.4;6.8;Partially cloudy;Clearing in the afternoon.
MOROCCO ;8/31/2009;26.1;22;23.9;26.1;22;23.9;18.3;71.3;0;0;0;;18.4;269.6;1014.5;53.6;7.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/01/2009;26.2;19.6;23.5;26.2;19.6;23.5;17.2;68.7;0;0;0;;18.4;306.2;1016.8;58;8.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/02/2009;25.4;19.4;23.2;25.4;19.4;23.2;17.8;72.1;0;0;0;;22.3;329;1018.2;83.5;9.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/03/2009;26.1;16.7;22.3;26.1;16.7;22.3;16.6;71.3;0;0;0;;20.5;349.5;1016.9;62.2;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/04/2009;26.4;16.4;22;26.4;16.4;22;17.3;76;0;0;0;;18.4;350.5;1015.4;38.9;8.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/05/2009;27.1;18.1;22.5;28.6;18.1;22.6;18.8;80.6;0;0;0;;18.4;320.5;1014.8;28.5;7.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/06/2009;27.1;20.1;23.6;28.6;20.1;23.8;20.2;81.8;0;0;0;;13;290.7;1012.2;65.2;6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/07/2009;33.1;21.1;25.9;35.4;21.1;26.5;20.7;74.9;0;0;0;;27.7;300.6;1010.1;63.5;5.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/08/2009;34.7;23.1;26.9;34;23.1;27.2;19;64.9;0;0;0;;25.9;40.2;1010.5;36.8;7.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/09/2009;28.7;21.1;24.8;29.6;21.1;25.1;19.5;73.4;0;0;0;;22.3;311.5;1013.7;50.5;6.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/10/2009;25.1;19.1;22.5;25.1;19.1;22.5;20.4;88.2;6.1;100;4.17;rain;22.3;328.6;1015.9;83.5;5.4;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
MOROCCO ;09/11/2009;25.1;19.7;21.6;25.1;19.7;21.6;19;85.5;0;0;0;;18.4;273.6;1013.6;78.6;5.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;09/12/2009;26.1;18.1;22.9;26.1;18.1;22.9;18.6;78;0;0;0;;20.5;342.5;1014.1;51.4;7.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/13/2009;25.1;19.1;22.7;25.1;19.1;22.7;19.1;80.6;0;0;0;;20.5;311.3;1016;77.4;8.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/14/2009;24.1;20.1;21.9;24.1;20.1;21.9;16.4;71.6;0;0;0;;27.7;259.3;1014.7;66.7;7.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/15/2009;23.1;17.7;20;23.1;17.7;20;17.1;84;41.1;100;8.33;rain;24.1;228.9;1012.7;77.5;6.3;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.
MOROCCO ;9/16/2009;24.1;19.1;21.2;24.1;19.1;21.2;15.8;72.1;5.8;100;4.17;rain;27.7;248.3;1012.5;59.1;8.6;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
MOROCCO ;9/17/2009;24.1;17.4;20.5;24.1;17.4;20.5;14.5;70.2;3;100;4.17;rain;27.7;253.2;1014.8;52.6;8.8;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
MOROCCO ;9/18/2009;24.1;15.4;19.5;24.1;15.4;19.5;14.2;73.1;0;0;0;;18.4;258.1;1019.8;50;8.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/19/2009;24.2;15.6;19.7;24.2;15.6;19.7;14.5;73;0;0;0;;25.9;32.5;1022.6;63.5;8.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/20/2009;23.1;14.1;18.8;23.1;14.1;18.8;13.6;74.2;0;0;0;;20.5;341;1022.6;50;9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/21/2009;25.1;13.9;19.1;25.1;13.9;19.1;13.7;73.5;0;0;0;;25.9;38.3;1019.4;0;10;Clear;Clear conditions throughout the day.
MOROCCO ;9/22/2009;30.1;15.1;20.7;28.5;15.1;20.6;13.7;69.2;0;0;0;;29.5;42.2;1015.5;20;8.8;Clear;Partly cloudy throughout the day.
MOROCCO ;9/23/2009;26.1;12.2;20.3;26.1;12.2;20.3;13.3;66.8;0;0;0;;18.4;351.9;1014.5;20.9;9.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/24/2009;25.1;12.2;19;25.1;12.2;19;14.9;78.8;0;0;0;;14.8;282.6;1016.7;32.4;7.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/25/2009;25.1;15.1;20.9;25.1;15.1;20.9;17.3;81;0;0;0;;16.6;349.6;1016;52.6;5.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/26/2009;25.1;17.1;20.4;25.1;17.1;20.4;16.6;79.7;7.1;100;4.17;rain;22.3;215.6;1015.5;67.3;6.6;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.
MOROCCO ;9/27/2009;23.1;15.6;19.1;23.1;15.6;19.1;16.1;82.9;0;0;0;;18.4;338.9;1016.2;62.2;7.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/28/2009;23.2;15.1;19.5;23.2;15.1;19.5;16.1;81.6;0;0;0;;16.6;308.5;1014.8;51.8;7.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/29/2009;24.1;15.1;20;24.1;15.1;20;17.1;84.1;0;0;0;;18.4;312.9;1013.6;50;6.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;9/30/2009;24.1;16.9;20.2;24.1;16.9;20.2;17.1;83.7;0;0;0;;16.6;307.3;1016.5;45.7;6.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/01/2009;25.2;15.1;19.9;25.2;15.1;19.9;16.5;82;0;0;0;;20.5;25.2;1018.9;37;6.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/02/2009;25.1;15.1;19.8;25.1;15.1;19.8;17;85.1;0;0;0;;18.4;35.1;1020;49.5;4.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/03/2009;25.1;14.2;19.9;25.1;14.2;19.9;16.4;81.8;0;0;0;;16.6;10.3;1018.2;30.6;6.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/04/2009;28.1;13.7;20.7;28.1;13.7;20.7;15.5;75.9;0;0;0;;14.8;359.9;1015.3;3.2;6.4;Clear;Clear conditions throughout the day.
MOROCCO ;10/05/2009;24.7;15.2;20.2;24.7;15.2;20.2;18;87.4;0;0;0;;16.6;274.7;1015.8;47.3;5.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/06/2009;27.1;14.6;20.1;27.7;14.6;20.1;16.2;79.8;0;0;0;;11.2;41.1;1017.5;42.9;6.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/07/2009;25.1;16;21.4;25.1;16;21.4;16.9;76.5;0;0;0;;14.8;311.4;1017.9;36.2;5.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/08/2009;25.1;17.1;21;25.1;17.1;21;18.1;83.9;0;0;0;;14.8;264;1017.9;53.2;6.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/09/2009;24.7;15.1;19.8;24.7;15.1;19.8;16.5;83.1;0;0;0;;25.9;31.8;1017.9;54.8;6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/10/2009;24.1;14.6;19.2;24.1;14.6;19.2;16.5;85;0;0;0;;18.4;23.8;1017;50.5;5.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/11/2009;25.1;15.1;20;25.1;15.1;20;17.2;85;0;0;0;;16.6;328.4;1014.1;46.5;4.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/12/2009;27.1;14.1;20;27.3;14.1;20;15.7;77.9;0;0;0;;14.8;307.6;1011.8;27.3;5.5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/13/2009;26.2;16.9;20.6;26.2;16.9;20.6;17.4;83.5;0;0;0;;14.8;254.9;1011.9;49;4.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/14/2009;26.1;16;20.1;26.1;16;20.1;17.4;85.9;0.3;100;4.17;rain;13;326.4;1013.2;69.1;3.2;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
MOROCCO ;10/15/2009;25.9;13.1;19.6;25.9;13.1;19.6;16.3;83.1;0;0;0;;16.6;55.5;1013.5;65;5.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/16/2009;26.7;15.1;19.1;26.7;15.1;19.1;15.5;81.8;0;0;0;;16.6;51.2;1013.9;45;5.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/17/2009;24.7;13.1;19.3;24.7;13.1;19.3;16;82.4;0;0;0;;14.8;279.1;1013.6;39;5.4;Partially cloudy;Becoming cloudy in the afternoon.
MOROCCO ;10/18/2009;24.1;16;20.7;24.1;16;20.7;16.5;78.2;0;0;0;;16.6;245;1013.4;64.7;5.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/19/2009;23.4;14.1;18.7;23.4;14.1;18.7;15.3;81.6;0;0;0;;18.4;329.9;1011.7;32;6.1;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/20/2009;22.9;14.1;18.8;22.9;14.1;18.8;14.9;79.1;0;0;0;;24.1;231.6;1008.7;70.9;6.6;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/21/2009;22.2;16;19.1;22.2;16;19.1;15.1;78.8;16;100;4.17;rain;20.5;242.4;1009.8;79.5;7.3;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
MOROCCO ;10/22/2009;23.2;17.1;20.2;23.2;17.1;20.2;16.1;77.8;0;0;0;;25.9;234.4;1016;58.6;8.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/23/2009;24.1;15.1;19.3;24.1;15.1;19.3;16.3;83.6;0.5;100;4.17;rain;22.3;39.5;1020;44.5;8;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
MOROCCO ;10/24/2009;23.4;12.1;17.8;23.4;12.1;17.8;14.3;81.2;0;0;0;;14.8;40;1019;8.5;8.9;Clear;Clear conditions throughout the day.
MOROCCO ;10/25/2009;25.1;13.1;18.4;25.1;13.1;18.4;15.9;86.1;0;0;0;;11.2;273.6;1015.9;33.6;5;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/26/2009;25.1;12.1;17.9;25.1;12.1;17.9;15.2;85;0;0;0;;11.2;299.9;1013.7;50.9;3.9;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/27/2009;28.1;13.1;19.3;28.6;13.1;19.3;15;79.3;0;0;0;;9.4;197.7;1013.3;47;4.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/28/2009;31.4;15.1;20.7;30.7;15.1;20.6;13.2;64.3;0;0;0;;16.6;176.2;1015;41.7;5.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/29/2009;28.1;17.1;21.3;27.7;17.1;21.3;18;83.7;0;0;0;;18.4;2.9;1017.8;54.3;3.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/30/2009;24.1;17.1;20;24.1;17.1;20;18.2;89.9;0;0;0;;13;321.1;1019.7;75.5;2.8;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;10/31/2009;23.1;15.6;18.5;23.1;15.6;18.5;17.3;93.3;0;0;0;;13;292.2;1022.1;77;1.4;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;11/01/2009;23.2;17.7;20.2;23.2;17.7;20.2;18.4;89.8;0;0;0;;14.8;275;1021.1;78.2;3.3;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;11/02/2009;24.1;16;20.5;24.1;16;20.5;16.5;78.9;0;0;0;;20.5;321;1019.8;78.6;6.7;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;11/03/2009;21.2;13.1;18.2;21.2;13.1;18.2;13.7;76;0;0;0;;14.8;16.2;1018.2;70.5;7.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;11/04/2009;22;13.9;17.5;22;13.9;17.5;13.5;78.5;0;0;0;;14.8;250.1;1016.7;53;7.2;Partially cloudy;Partly cloudy throughout the day.
MOROCCO ;11/05/2009;20.2;14.1;17.1;20.2;14.1;17.1;12.5;75.8;13;100;4.17;rain;20.5;22.2;1019.5;69.6;7.2;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
